,id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actor_names,actor_characters,director_names,genres_list
7630,ts249921,Jim Gaffigan: The Pale Tourist,SHOW,"In The Pale Tourist, Gaffigan boldly goes where no stand-up comedian has gone before: everywhere. The two hour-long specials were filmed as part of Gaffigan's The Pale Tourist worldwide tour, in which he traveled the world--in each country meeting people, eating the food, and learning a bit about the history. He would then transform those experiences into a stand-up set of all-new material and perform it for locals and expatriates, before heading on to another destination and doing it all over again.",2020,Unknown,48,['comedy'],['US'],1,ttttttttt,6.1,464.0,2.067,6.2,['Jim Gaffigan'],['self'],['Jim Gaffigan'],"[""['comedy']""]"
7631,tm893570,Force of Nature,MOVIE,A gang of thieves plan a heist during a hurricane and encounter trouble when a disgraced cop tries to force everyone in the building to evacuate.,2020,R,91,['crime'],"['PR', 'US']",0,ttttttttt,6.1,464.0,14.767,5.2,"['Mel Gibson', 'Emile Hirsch', 'Kate Bosworth', 'David Zayas', 'Stephanie Cayo', 'Tyler Jon Olson', 'Rey Hernandez', 'Blas Sien Diaz', 'William Catlett', 'Jasper Polish', 'Swen Temmel', 'Jesy McKinney', 'Leslee Emmett', 'Anil Raman', 'Sebastian Vazquez', 'Julio Ramoz Velez']","['Ray', 'Cardillo', 'Troy', 'John the Baptist', 'Jess', 'Dillon', 'Lt. Cunningham', 'Migs', 'Griffin', 'Jasmine', 'Hodges', 'Babie', 'Mrs. Gradisher', 'Aaron', 'Pride', 'Bennie']",['Michael Polish'],"[""['crime']""]"
7632,tm483409,Sylvie's Love,MOVIE,"When a young woman meets an aspiring saxophonist in her father's record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success.",2020,PG-13,114,"['drama', 'music', 'romance']",['US'],0,tt9827834,6.8,5654.0,6.962,6.3,"['Tessa Thompson', 'Nnamdi Asomugha', 'Aja Naomi King', 'Jemima Kirke', 'Tone Bell', 'Alano Miller', 'Erica Gimpel', 'Lance Reddick', 'Wendi McLendon-Covey', 'Eva Longoria', 'Regé-Jean Page', 'Ryan Michelle Bathe', 'MC Lyte', 'John Magaro', 'Tucker Smallwood', 'Ron Funches', 'Hayley McCarthy', 'Lorenzo Hugues', 'Greg Eagles', 'Nina Ashe', 'Windi Washington']","['Sylvie', 'Robert', 'Mona', 'Countess', 'Dickie Brewster', 'Lacy', 'Eunice', 'Herbert', 'Lucy', 'Carmen', 'Chico', 'Kate', 'Mikki', 'Sid', 'Dr. Parker', 'Tank', 'Sarah Evans', 'Melvin Carmichael', 'Dewitt', 'Evelyn', 'Blue Morocco Club Patron (uncredited)']",['Eugene Ashe'],"[""['drama'"", ""'music'"", ""'romance']""]"
7633,ts85314,Pandora,SHOW,"Set in the year 2199, a young woman who has lost everything finds a new life at Earth's Space Training Academy where she learns to defend the galaxy from intergalactic threats.",2019,Unknown,33,"['scifi', 'action', 'drama']",['US'],5,tt10207090,4.1,7808.0,33.556,5.5,"['Priscilla Quintana', 'Oliver Dench', 'Sergio Hernandes', 'Kwame Agyei', 'Tegen Short', 'Nicole Castillo-Mavromatis', 'Tina Casciani', 'Luke Fetherston', 'Akshay Kumar', 'Chase Masterson', 'Vikash Bhai', 'J.R. Esposito', 'Noah Huntley', 'Ben Radcliffe']","['Jacqueline ""Jax"" Zhou', 'Xander Duvall', 'Colony Leader', 'Young Pevney', 'Matta Ral', 'Zazie Nichols', 'Tierney', 'Harlan Fried Jr.', 'Jett Annamali', 'Computer', 'Martin Shral', 'The Courier', 'Donovan Osborn', 'Ralen']",[],"[""['scifi'"", ""'action'"", ""'drama']""]"
7634,tm415481,Waiting for Anya,MOVIE,"During the harrows of WWII, Jo, a young shepherd along with the help of the widow Horcada, helps to smuggle Jewish children across the border from southern France into Spain.",2020,Unknown,109,"['drama', 'thriller', 'war']","['BE', 'GB']",0,tt7095476,6.0,1362.0,6.976,6.4,"['Noah Schnapp', 'Thomas Kretschmann', 'Frederick Schmidt', 'Tómas Lemarquis', 'Gilles Marini', 'Elsa Zylberstein', 'Joséphine de la Baume', 'Sadie Frost', 'Jean Reno', 'Urs Rechn', 'Anjelica Huston', 'Declan Cole', 'Enola Izquierdo Cicuendez', 'Amandine Rose', 'Mathys Gallet-Lartigue', 'Laurent Pedebernard', 'Jean-François Balmer', 'Dolma Raisson', 'Raj Awasti', 'Kevin Kain', 'Lukas Sauer', 'Sylvain Bressolles', 'Patrice Yan', 'Michael Morpurgo', 'Steffen Wild', 'Alan Latham', 'Paul Stephenson', 'William Abadie', 'Nicholas Rowe']","['Jo', 'Korporal', 'Benjamin', 'Leutnant', 'Papa', 'Maman', 'Madame', 'Madame Jollet', 'Henri', 'Hans', 'Horcada', 'Hubert', 'Leah', 'Christine', 'Lukas', 'Monsieur Jollet', 'Narrator', 'Anya', 'Soldier', 'The Fat and Stupid Man', 'Hans', 'Passerby', 'Soldier', 'Farmer', 'Soldier', 'Soldier', 'Soldier', 'Father Lasalle', 'Monsuier Sarthol']",['Ben Cookson'],"[""['drama'"", ""'thriller'"", ""'war']""]"
7635,ts223977,Ted Bundy: Falling for a Killer,SHOW,"After years of silence, Ted Bundy’s long-term girlfriend Elizabeth Kendall, her daughter Molly, and other survivors come forward for the first time in a docuseries that reframes Bundy’s crimes from a female perspective. The series reveals how Bundy’s pathological hatred of women collided with the culture wars and the feminist movement of the 1970s in one of the most infamous crime stories of our time.",2020,TV-MA,46,"['documentation', 'crime']",['US'],1,tt11141900,7.8,2444.0,5.768,7.7,"['Ted Bundy', 'Elizabeth Kendall', 'Molly Kendall', 'Rich Bundy']","['Serial Killer (archive footage)', ""Ted Bundy's Ex-Girlfriend"", ""Elizabeth Kendall's Daughter"", ""Ted Bundy's Brother""]",[],"[""['documentation'"", ""'crime']""]"
7636,tm407805,The Isle,MOVIE,1840 and another ship crashes on the rocks of an almost deserted island in Scotland. Three sailors survive the wreck and make it to shore where the few locals take them in as they wait for the mainland boat to come for them. But the sailors' survival story has only just started as they uncover the strange past of the once vibrant island.,2019,Unknown,96,"['thriller', 'fantasy']",['GB'],0,tt5075662,5.3,13746.0,8.403,4.5,"['Conleth Hill', 'Alex Hassell', 'Tori Butler-Hart', 'Fisayo Akinade', 'Alix Wilton Regan', 'Graham Butler', 'Emma King', 'Dickon Tyrrell', 'Joe Bannister', 'Ben Lee']","['Douglas Innis', 'Oliver Gosling', 'Lanthe Innis', 'Cailean Ferris', 'Korrigan MacLeod', 'Jim Bickley', 'Persephone', 'Fingal MacLeod', 'Jacob MacLeod', 'Billy Innis']",['Matthew Butler'],"[""['thriller'"", ""'fantasy']""]"
7637,tm326877,Back Roads,MOVIE,"A young man cares for his younger sisters after their mother is imprisoned for murdering their abusive father. When he strikes up an affair with a married woman, long-dormant family secrets bubble to the surface.",2019,Unknown,101,"['drama', 'crime', 'thriller']",['US'],0,tt0972544,6.5,6448.0,5.683,6.1,"['Alex Pettyfer', 'Jennifer Morrison', 'Nicola Peltz', 'June Carryl', 'Juliette Lewis', 'Tom Everett Scott', 'Danika Yarosh', 'Robert Patrick', 'Sky Elobar', 'Chiara Aurelia', 'Patrick Thomas Cragin', 'Emily LaGroue', 'Robert Longstreet', 'Rhonda Johnson Dents', 'Hala Finley', 'Jeff Pope', 'Nicole Dionne', ""K.D. O'Hair"", 'Gavin Warren', 'Zach Zagoria']","['Harley Altmyer', 'Callie Mercer', 'Amber Altmyer', 'Betty', 'Bonnie Altmyer', 'Brad Mercer', 'Ashlee', 'Chief Mansour', 'Church', 'Misty Altmyer', 'Bud', ""Ashlee's Friend"", 'Uncle Mike', 'Realtor', 'Jody Altmyer', 'Rick', 'Cowgirl', 'Aunt Kathy', 'Zack Mercer', 'Dylan']",['Alex Pettyfer'],"[""['drama'"", ""'crime'"", ""'thriller']""]"
7638,ts100430,Pinkfong Wonderstar,SHOW,Pinkfong will be getting a fully animated TV show sometime in 2019 named Pinkfong Wonderstar. The show will feature Pinkfong and his friend Hogi.,2019,Unknown,10,['animation'],[],2,tt9854932,7.8,21.0,0.6,6.0,[],[],[],"[""['animation']""]"
7639,tm959868,"Harry Chapin: When in Doubt, Do Something",MOVIE,Documentary about the life of Harry Chapin.,2020,Unknown,93,"['music', 'documentation', 'history']",['US'],0,tt9714478,7.7,75.0,2.013,6.0,[],[],['Rick Korn'],"[""['music'"", ""'documentation'"", ""'history']""]"
7640,tm369423,Werewolf,MOVIE,"Summer of 1945. A temporary orphanage is established in an abandoned palace surrounded by forests for the eight children liberated from the Gross-Rosen camp. Hanka, also a former inmate, becomes their guardian. After the atrocities of the camp, the protagonists slowly begin to regain what is left of their childhood but the horror returns quickly. Camp Alsatians roam the forests around. Released by the SS earlier on, they have gone feral and are starving. Looking for food they besiege the palace. The children are terrified and their camp survival instinct is triggered.",2019,Unknown,88,"['horror', 'drama', 'war', 'european']","['DE', 'NL', 'PL']",0,tt7203520,6.0,1397.0,4.738,6.3,"['Nicolas Przygoda', 'Kamil Polnisiak', 'Sonia Mietielica', 'Werner Daehn', 'Danuta Stenka', 'Jakub Syska', 'Helena Mazur', 'Maksymilian Balcerowski', 'Matylda Ignasiak', 'Oleh Shcherbyna', 'Wojciech Namiotko']","['Janek', 'Władek', 'Hanka', 'SS Man', 'Jadwiga', 'Siwi', 'Ruda', 'Chudy', 'Mał', 'Lonka', 'Krępak']",['Adrian Panek'],"[""['horror'"", ""'drama'"", ""'war'"", ""'european']""]"
7641,ts187963,Craig Ferguson Presents: Hobo Fabulous,SHOW,Comedy series featuring a mix of stand-up performances and behind-the-scenes documentary footage of Craig Ferguson's 50-date tour of North America.,2019,TV-MA,24,['comedy'],['XX'],1,tt10207430,7.8,197.0,1.315,6.0,['Craig Ferguson'],['Himself'],[],"[""['comedy']""]"
7642,ts188338,Crown Lake,SHOW,"When Eleanor ""Nellie"" Chambers shows up at Crown Lake Academy, a fancy boarding school, she knows this school is her ticket to a new life. She also knows fitting in and learning the ropes won't be easy. Until she finds a guide.",2019,Unknown,17,"['drama', 'history']",['US'],3,tt10288224,5.9,146.0,16.139,9.8,"['Francesca Capaldi', 'Kyla-Drew', 'Emily Skinner', 'Lilia Buckingham', 'Glory Curda', 'Mia Dinoto', 'Vanessa Angel', 'Paul Thomas Arnold']","['Nellie Chambers', 'Tiffany St. Martin', 'Chloe Hauser', 'Heather Masterson', 'Becca', 'Erin', 'Dr. Lewis', 'Junior']",[],"[""['drama'"", ""'history']""]"
7643,tm922999,Evil Eye,MOVIE,A seemingly perfect romance turns dark when a mother becomes convinced her daughter’s new boyfriend has a sinister connection to her own past.,2020,Unknown,90,"['thriller', 'horror']",['US'],0,tt12882620,4.8,3487.0,31.849,5.5,"['Sarita Choudhury', 'Sunita Mani', 'Omar Maskati', 'Bernard White', 'Anjali Bhimani', 'Nupur Charyalu', 'Lena Clark', 'Asad Durrani', 'Kim Patel', 'Ramesh Reddy', 'Pritesh Shah', 'Kamran Shaikh', 'Ash Thapliyal']","['Usha', 'Pallavi', 'Sandeep', 'Krishnan', 'Radhika', 'Young Usha', 'Sonia', 'Old Boyfriend', 'Bhavna', 'Malik', 'Doctor', 'Guruji', 'Amit']","['Rajeev Dassani', 'Elan Dassani']","[""['thriller'"", ""'horror']""]"
7644,ts82702,Eternal Love of Dream,SHOW,"Having been saved by Emperor Dong Hua from a vicious monster attack, Princess of Qingqiu, Bai Fengjiu becomes immensely indebted to him. To repay him, Fengjiu follows Donghua around on his adventures to eliminate evil but unwittingly realizes that her feelings of gratitude towards him has turned to romantic. However, after a hundred thousand years of fighting evil, Donghua has long forgotten the meaning of “love"". To protect Fengjiu, Dong Hua sends her to the human world but accidentally causes the death of Fengjiu’s friend. Fengjiu enters the dream of Ah Lan Ruo to search for the fruit that will be able to resurrect her friend. However, Fengjiu ends up getting trapped in the dream. Dong Hua comes to rescue, and realizes he has fallen in love with Fengjiu…",2020,Unknown,45,"['drama', 'fantasy', 'romance']",['CN'],1,tt10759336,8.1,701.0,39.549,7.7,"['Dilraba Dilmurat', 'Vengo Gao', 'Dylan Kuo', 'Liu Ruilin', 'Liu Yuxin', 'Baron Chen', 'Wang Xiao', 'Li Dongheng', 'Yuan Yuxuan', 'Huang Jun Jie', 'Minna Yang', 'Wang Yifei', 'Leon Zhang', 'Yang Mi']","['Bai Fengjiu', 'Dong Hua', 'Su Moye', 'Yan Chiwu', 'Ji Heng', 'Zhe Yan', 'Si Ming', 'Lian Song', 'Cheng Yu', 'Bai Zhen', 'Xian Fei', 'Zhi He', 'Cang Yi', 'Bai Qian']",['Yang Xuan'],"[""['drama'"", ""'fantasy'"", ""'romance']""]"
7645,ts225406,You Are My Destiny,SHOW,"Satoh Aya, a temporary office worker who never bad-mouths about others no matter how much she is fooled, is conveniently used in her company as a 'sticky woman'. Such an ordinary office lady ends up meeting Ichijo Kei, the young successor of a large company, who was eager to marry early because of his grandmother, the chairman. The destiny plays with their fates and both meet each other in an unexpected situation which is going to change their destiny.",2020,Unknown,32,['drama'],['JP'],1,ttttttttt,6.1,464.0,0.995,6.5,"['Miori Takimoto', 'Takumi Kizu', 'Ren Ishikawa', 'Kayo Noro', 'Sei Ando']","['Satoh Aya', 'Ichijo Kei', 'Shiraishi Anna', ""Miki [Aya's Sister]"", ""[Aya's Sister]""]",[],"[""['drama']""]"
7646,ts87233,Lorena,SHOW,"This four-part docuseries investigates the events of 1993, where Lorena Bobbitt sliced off her husband's penis after years of abuse. John and Lorena Bobbitt's stories exploded into a 24-hour news cycle. She became a national joke, her suffering ignored by the male-dominated press. But as John spiraled downward, Lorena found strength in the scars of her ordeal.",2019,TV-MA,63,"['crime', 'documentation', 'romance']",['US'],1,tt0459699,7.2,2032.0,5.281,6.9,"['Lorena Bobbitt', 'John Wayne Bobbitt', 'Dr. James Sehn', 'Sindi Leo', 'John Tillman', 'Dani Harris']","['Self', 'Self', 'Self - Urologist', 'Self - Crime Scene Technician', 'Self - Police Officer', 'Self - Police Officer']",[],"[""['crime'"", ""'documentation'"", ""'romance']""]"
7647,tm863898,A Most Beautiful Thing,MOVIE,"A chronicle of the first African American high school rowing team in America made up of young men, many of whom were in rival gangs from the West Side of Chicago, coming together to row in the same boat.",2020,Unknown,95,['documentation'],['US'],0,tt11541324,7.5,280.0,0.89,6.3,['Common'],['Narrator'],['Mary Mazzio'],"[""['documentation']""]"
7648,tm458617,#UNFIT: The Psychology of Donald Trump,MOVIE,"Medical doctors and mental health professionals go on camera, on the record, for the record, for a discussion, analysis, and science-based examination of the behavior, psyche, condition, and stability of President Donald Trump. Also examines Trump's effect on our citizenry, culture, and institutions.",2020,Unknown,83,['documentation'],['US'],0,tt12304596,6.4,2529.0,4.337,6.5,"['Donald Trump', 'Malcolm Nance', 'George Conway', 'John Gartner', 'Lance Dodes', 'Justin Frank', 'Anthony Scaramucci', 'William Kristol', 'Richard Painter', 'Ruth Ben-Ghiat', 'Cheryl Koos', 'Steve Bannon']","['Himself', 'Self - Former Intelligence Officer', 'Self - Attorney, Co-Founder The Lincoln Project', 'Self - Author, Psychologist (as John Gartner Ph.D.)', 'Self - Psychiatrist, Psychoanalyst', 'Self - Psychiatrist, Psychoanalyst (as Justin Frank M.D.)', 'Self - Entrepreneur, Political Consultant', 'Self - Republican Political Analyst (as Bill Kristol)', 'Self - Ethics Attorney for George W. Bush', ""Self - Historian, Author 'Fascist Modernities'"", 'Self - Historian, Professor of Interwar European History', 'Self - Former White House Chief Strategist (archive footage)']",['Dan Partland'],"[""['documentation']""]"
7649,tm814691,Queen Marie of Romania,MOVIE,"Devastated by the First World War and plunged into political controversy, Romania's every hope accompanies its queen on her mission to Paris to lobby for international recognition of its great unification at the 1919 peace talks.",2019,Unknown,110,"['drama', 'european']",['RO'],0,tt9110902,7.2,2127.0,1.914,8.0,"['Roxana Lupu', 'Daniel Plier', 'Emil Mandanac', 'Adrian Titieni', 'Anghel Damian', 'Iulia Verdeș']","['Queen Marie', 'King Ferdinand', 'Prince Știrbei', 'Ion Brătianu', 'Prince Carol II', nan]",['Alexis Cahill'],"[""['drama'"", ""'european']""]"
7650,tm490068,The Rescue,MOVIE,A rescue unit within the Chinese Coast Guard are forced to overcome their personal differences to resolve a crisis.,2020,R,139,"['thriller', 'action', 'comedy', 'drama']",['CN'],0,tt9283920,6.0,822.0,6.091,6.9,"['Eddie Peng', 'Wang Yanlin', 'Xin Zhilei', 'Lyric Lan', 'Yutian Wang', 'Carlos Chan', '李岷城', 'Zhang Guoqiang', 'Guo Xiaodong', 'Wei Daxun', 'Zhang Feng', 'Will Tomi', 'Liu Yichun', 'Shang Bai', 'Jingyi Zhang']","['Gao Qian', 'Zhao Cheng', 'Fang Yuling', nan, nan, nan, nan, nan, nan, nan, 'Bao Yunke', 'Heli-Rescue Pilot', nan, nan, nan]",['Dante Lam'],"[""['thriller'"", ""'action'"", ""'comedy'"", ""'drama']""]"
7651,tm468461,The Pilgrim's Progress,MOVIE,"An epic journey, faithfully adapted to modern-day. Christian faces distractions, challenges, and perils at every turn of the way. But ends victorious, with helpful guides, as he stays on the narrow path to the distant Celestial City.",2019,PG,108,"['animation', 'fantasy', 'family']",['US'],0,tt9896916,6.1,677.0,108.079,7.9,"['David Thorpe', 'John Rhys-Davies', 'Kristyn Getty', 'Tristan Beint', 'Justin Butcher', 'Stephen Daltry', 'Andy Harrison', 'Jasmine Jones', 'Jonathan Keeble', 'Rachel Marquez', 'Chris Pavlo', 'Alison Pettit', 'Ben Price', 'Lisa Ronaghan', 'Andrew Wyncott']","['Christian Pilgrim (voice)', 'Evangelist (voice)', 'The Interpreter (voice)', 'Pliable (voice)', 'Hopeful (voice)', 'The Gatekeeper (voice)', 'Obstinate (voice)', 'Piety (voice)', 'Faithful (voice)', 'Prudence (voice)', 'Worldy Wiseman (voice)', 'Cristiana (voice)', 'Vanity Fair Chief (voice) / Judge Hategood (voice)', 'Prudence (voice)', 'Apollyon (voice)']",['Robert Fernandez'],"[""['animation'"", ""'fantasy'"", ""'family']""]"
7652,ts237627,The Romance of Tiger and Rose,SHOW,"Since birth, a screenwriter finds herself becoming a character in the script of her own creation. However, she is not meant to live past three episodes!

Chen Xiaoqian is a writer who poured blood, sweat and tears into creating a big female-centric drama. What could have started filming smoothly quickly turned south because of actor Han Mingxing's reservations about the script.

Feeling wronged, Chen Xiaoqian vows to prove herself yet she accidentally gets stuck in a parallel world where her story has come to life. Now known as the 3rd princess Chen Qianqian, she is an insignificant side character with a horrid reputation that is not meant to live long in the story. In order to live, she starts on a road to reverse her fate. She also gets caught in between the arrogant and black-bellied prince Han Dong and the practically perfect Pei Heng.",2020,Unknown,45,"['comedy', 'drama', 'fantasy', 'romance']",['CN'],1,tt12299432,8.0,460.0,18.252,8.0,"['Zhao Lusi', 'Ding Yuxi', 'Sheng Yinghao', 'Zhou Zixin', 'Quan Peilun', 'Shuyuan Liu', 'Wu Yijia', 'Wei Xiao']","['Chen Xiaoqian', 'Han Shuo', 'Pei Heng', 'Chen Chuchu', 'Su Mu', 'bai ji', 'Zi Rui', 'Lin Qi']",['Chuen-Yee Cha'],"[""['comedy'"", ""'drama'"", ""'fantasy'"", ""'romance']""]"
7653,tm835700,Jiang Ziya: The Legend of Deification,MOVIE,"Atop the ruins of war, top commander Jiang Ziya is given the task to banish the Nine-tailed Fox Demon who threatens all mortals' very existence. When he discovers the Nine-tailed Fox's life linked to the soul of an innocent girl, he is faced with a challenging decision: follow the will of heaven or find his own path to righteousness.",2020,Unknown,105,['fantasy'],['CN'],0,ttttttttt,6.1,464.0,10.098,7.3,"['Zheng Xi', 'Jiang Guangtao', 'Ji Guanlin', 'Feng Sheng', 'Ning Yang', 'Meme Yan']","['Jiang Ziya (Voice)', 'Tianzun (voice)', 'Jiuwei (voice)', '(voice)', 'Xiao Jiu / Su Daji (voice)', 'Si Bu Xiang (voice)']","['Cheng Teng', 'Li Wei']","[""['fantasy']""]"
7654,tm905169,"I Do, or Die - A Killer Arrangement",MOVIE,"High school senior Sonya (Ana Golja) is ready to graduate and start college away from her traditional Romani parents, George (Raoul Bhaneja) and Morgan (Rachel Wilson). Fearing Sonya is straying too far from the Romani way of life, George and Morgan are eager to find a husband for her. When George and Morgan's community leader, Ian (Noam Jenkins) suggests Sonya marry his son, Alex (Ehren Kassum), George and Morgan decide to share the news of Sonya's arranged marriage at her 18th birthday party. But their plan quickly backfires when Sonya brings her non-Romani boyfriend, Ray (Eric Osborne), and refuses to marry Alex. Unwilling to be embarrassed by their rebellious daughter, George and Morgan drag Sonya home and lock her in the basement. But when Sonya manages to escape, Ian kidnaps Sonya and holds her hostage until she agrees to marry Alex. Realizing her only hope of survival is to pretend to agree to the arranged marriage, Sonya calls her parents to tell them she will marry Alex. But when Ray finds out, he races to Ian's house to save Sonya before she sacrifices the life she wants forever.",2020,Unknown,90,"['drama', 'thriller']",['US'],0,tt12115926,5.1,52.0,3.543,7.0,"['Ana Golja', 'Rachel Wilson', 'Raoul Bhaneja', 'Eric Osborne', 'Ehren Kassam', 'Noam Jenkins', 'Elisa Moolecherry', 'Romy Weltman', 'Shauna MacDonald', 'Julia DeMola', 'Steven Kalyn', 'Austin Costello', 'Nicolas Grimes', 'Anika Johnson']","['Sonya', 'Morgan', 'George', 'Ray', 'Alex', 'Ian', 'Glenda', 'Ella', 'Mona', 'Julia', 'Chip', 'Buddy', 'Goon', '911 Operator (voice)']",['Stanley M. Brooks'],"[""['drama'"", ""'thriller']""]"
7655,tm864335,Before/During/After,MOVIE,This sharp-witted dramedy studies a middle-aged NYC theatre actress suddenly forced to figure out the kind of person she wants to portray in real life when her marriage comes to an end after she catches her husband cheating.,2020,Unknown,82,"['drama', 'comedy']",['US'],0,tt6393674,5.5,400.0,2.498,5.3,"['Finnerty Steeves', 'Jeremy Davidson', 'John Pankow', 'Kristine Sutherland']","['Jennie', 'David', 'Jim Lonergan', 'Pat Lonergan']",['Stephen Kunken'],"[""['drama'"", ""'comedy']""]"
7656,tm811028,After She Wakes,MOVIE,"After a horrific tragedy, an isolated mother and daughter dealing with grief develop terrifying sleep disruptions that manifest into a sinister reality.",2019,R,78,"['thriller', 'horror']",['US'],0,tt8997134,5.5,4089.0,21.139,5.1,"['Hannah Ward', 'Stella Carlish', 'Micah Joe Parker', 'Nicola Lambo', 'Conrad Goode', 'Andrea Pazmino']","['Danni', 'Cassie', 'Michael (as Micah Parker)', 'Sera', 'Intruder', 'Featured Guest']",[],"[""['thriller'"", ""'horror']""]"
7657,tm890755,Think Like a Dog,MOVIE,"A 12-year-old tech prodigy, whose science experiment goes awry, forges a telepathic connection with his best friend, Henry-his dog! The duo join forces and use their unique perspectives on life to comically overcome complications of family and school.",2020,PG,91,"['drama', 'scifi', 'comedy', 'family']","['US', 'GB']",0,tt5929654,5.1,1724.0,9.742,6.5,"['Gabriel Bateman', 'Todd Stashwick', 'Josh Duhamel', 'Megan Fox', 'Kunal Nayyar', 'Madison Horcher', 'Hou Minghao', 'Izaac Wang', 'Dillon Ahlf', 'Billy 4 Johnston', 'Janet Montgomery', 'Julia Jones', 'Bryan Callen', 'Lara Grice', 'Gralen Bryant Banks', 'Will Junger', 'Marnette Patterson', 'Zoe Lazar', 'Julia Badinger', 'Sean Boyd', 'Mason Guccione', 'Jannette Sepwa', 'Jason Edwards', 'Lena Clark', 'Lin Yongjian', 'Silas Cooper', 'David Rayden', 'Bowen Dong', 'Kaitlin Harris', 'Brad Napp', 'Toney Chapman Steele']","['Oliver', 'Henry (voice)', 'Lukas', 'Ellen', 'Mr. Mills', 'Sophie', 'Xiao', 'Li', 'Brayden', 'Nicholas', 'Bridget', 'Agent Munoz', 'Agent Callen', 'Ms. Shackley', 'Principal Harris', 'Will', 'Cindy', 'Debbie', 'Girl Playing Juliet', 'Hunter', 'Rodney', 'Jasmine', 'Mr. McClelland', 'Mrs. McClelland', 'Shen', 'DJ', 'Rockford', 'Delivery Boy', 'Self - Student', 'Swat Officer 1 (uncredited)', 'Swat Officer (uncredited)']",['Gil Junger'],"[""['drama'"", ""'scifi'"", ""'comedy'"", ""'family']""]"
7658,tm228697,Bottom of the 9th,MOVIE,"Bobby Stano had everything going for him. Fresh out of high school, he was signed to the majors, had a beautiful girlfriend, everything was looking up. That is, until he and his friends get into a fight with a neighboring gang. The confrontation results in an accidental fatality and quickly changes Bobby's life forever. He's found guilty of murder and locked in prison for the next thirteen years. When Bobby is released, he's faced with a vilified reputation, a relationship to rekindle and a new life to find.",2019,R,111,['drama'],['US'],0,tt1507002,5.7,826.0,3.759,5.6,"['Joe Manganiello', 'Sofía Vergara', ""Denis O'Hare"", 'Michael Rispoli', 'Vincent Pastore', 'James Madio', 'Robbie DeRaffele', 'Michael Maize', 'Yancey Arias', 'Ronald Scott Maestri', 'Matthew Sean Blumm', 'Savvy Crawford', 'Robert Bruzio', 'Irene Glezos', 'Kevin William Paul', 'Johnny DiGiorgio', 'Milly Guzman', 'Xavier Scott Evans', 'Patrick Stoffer', 'Bryan Dromerhauser', 'Ray Negron']","['Sonny Stano', 'Angela Ramirez', 'Officer Lonergan', 'Coach Hannis', 'Cosmo', 'Joey Cosenza', 'Tracers Outfielder', 'Tommy', 'Billy', 'Baseball Fan', 'Gil Monte', 'Melissa', 'Bobby', 'Usher', 'Young Sonny Stano', 'Student', 'Clerk', 'Manny', 'Mitchell', 'Digiorno', 'Coach Negron']",['Raymond De Felitta'],"[""['drama']""]"
7659,tm892407,Chemical Hearts,MOVIE,"When a hopelessly romantic high school senior falls for a mysterious new classmate, it sets them both on an unexpected journey that teaches them about love, loss, and most importantly themselves.",2020,R,93,"['drama', 'romance']",['US'],0,tt5843876,6.2,12288.0,46.345,7.5,"['Lili Reinhart', 'Austin Abrams', 'Sarah Jones', 'Bruce Altman', 'Adhir Kalyan', 'Coral Peña', 'Shannon Maree Walsh', 'Kara Young', 'Meg Gibson', 'C.J. Hoff', 'Jon Lemmon', 'J.J. Pyle', 'Robert Clohessy', 'Catherine Curtin', 'Lan Zhong']","['Grace Town', 'Henry Page', 'Suds', 'Toby Page', 'Kem Sharma', 'Cora Hernandez', 'Miranda', 'La', 'Gloria Page', 'Muz', 'Dominic Sawyer', 'Mabel Town', 'Martin Sawyer', 'Sarah Sawyer', 'Jade Tipton']",['Richard Tanne'],"[""['drama'"", ""'romance']""]"
